0.8427636540906698,﻿店舗を作るんじゃなくてそれなりに誰でも手に入れられる商品を作ってくれるところに言葉に上手く出来ない優しさを感じる
0.7446336635423477,小さい子はにんにくは刺激的に感じるかもとかそういう配慮ができるのがすごいと思う
0.8715053884281364,この人は周りからすると小さな事に見えることも好きな事に諦めず取り組み続けてこうした結果を残せているから尊敬します希望の星です
0.8002669460094516,時代に残るものを明確に作れるってのは誰にでも出来ることじゃないよすげえなあ
0.7970662413542737,お店に行かなきゃ食べれないとかじゃなくてコンビニで買えるっていうのに優しさ感じる
0.8699672591857227,ラーメンなら豚骨以外断固拒否の自分だけどなぜかこれは食べてみたいと思った
0.8255130108913451,自分のやりたいことにこまで真剣に向き合って努力してしっかり結果残すことってできるようで中できないことだから本当に尊敬する
0.8320989830607448,ラーメンの無い世界なんて考えられないほんとにラーメンって多くの人を救ってると思う
0.8834197354738174,東京にラーメン店を開くとかじゃなくて手頃な価格で全国で買えるカップ麵にしたところがヒカキンって感じして好き
0.8449134424721112,実際口に合う合わないは絶対あると思うけどこまで頑張った過程を考えるとそんなの関係なく食べたいって思う
0.811469643569489,0年振りくらいにhikakintv開いたけどオープニングが全く変わってなくてなんか安心したいつでも帰ってきていっていう安心感ある
0.8311584841901827,こういう有名人が関わる商品って大体ちょっと口出すくらいで後は全部任せるって感じの印象だったけどヒカキンはめちゃくちゃ従事してやっぱこの人違うなって思ったわ
0.8202937592738411,内容がなんであれ夢を叶えるってのは普通の人ではなかなか成し遂げれないことだからほんとに凄いと思う
0.8145829406371168,こうゆう有名人の商品ってぼったくり多いけどヒカキンさんはちゃんと商品として出すのは尊敬
0.8540327209497652,いやすごすぎるわyoutube活動だけでも忙しすぎるのにその合間を縫って自分の夢を叶える活動をするなんて
0.8080370557951807,本当に真面目な方やな尊敬するわ
0.8277531685334155,単純に小麦アレルギーで麺が食べられないからカップ飯あるの嬉しい
0.8426074061269027,いくら企画とはいえしっかり色と研究して自分なりのラーメン作ってるのがすごい尊敬するわ
0.8580894175065376,自分の好きな料理を自分が手を加えて商品として出せるのって本当に凄いことだよなぁ
0.8427225638442559,好きなことにこまで全力を注げるのも聖人と呼ばれる0つの理由なのかもな
0.8915097518074377,youtuberが知名度を使ってアパレルとかは聞くけどラーメンとかまじで角度違ってまじで逸材なのを知らせてくれるわほんとすげえ尊敬しかねえ
0.8538005864663643,焼肉とか寿司って金持ちになったら良い店ばっかり行くだろうけどラーメンだけはどの店もほとんど同価格帯だし金持ちになっても食べたいと思うものだよね
0.8679824992956156,他のyoutuberがやるぼったくりアパレルとかじゃなくて本当に自分がやりたいことを実現できるのは尊敬です゚
0.8595120440976692,嬉しいよ嬉しい前年は抜かされたけどそれまでは新潟がラーメン支出額0位だったんだラーメン王国新潟の誇りだよ
0.8259436850972263,夢はいくらでもあるけどそれを叶えれたっていうのが本当に凄いことだと心から思う
0.8059652658328788,0ヶ月でも休んでくれてよかったくらいすごいことしてほんと尊敬する
0.859651963420514,再生回数見て思ったけど今でもみんなの関心を惹き付けてる事が凄いちゃんとみんなhikakinの事気になってるんだね
0.8085639257120089,味噌ラーメン苦手だけど食べて見る価値あるかなぁ
0.7635942534401091,好きなものがあるって大切なことなんだな
0.8199961984713088,まずいだのおいしくないだのケチつけてる人見かけるけど何かと叩かないと気が済まない層に少なからず興味持たせて買わせてる時点でヒカキンの勝ちだよ
0.8303486329433549,ポジティブな報告なのかネガティブな報告なのか事前に言ってくれるのを本当のありがたい心持ちが穏やかで見られる
0.8519212491549287,すげぇなぁやっぱ出来る人は何に手を出してもやり遂げるんだなぁ
0.7264954861819048,たいしたファンでもないけどなんか涙出るね
0.8694604966262746,きっと想像を絶する苦労をたくさんしてきている中で本当にラーメンに救われて心からラーメンが好きなんだろうなとひしひし伝わるその思いは決して軽いものではないのにみんなが元気になれるようにって誰でも手に取れるような値段と店舗展開でみんなに共有してくれて聖人すぎる
0.7826541715111086,ラーメンとかtシャツとか誰でも買える値段にしたとこに好感もてる
