0.948193431,その昔ハイテックcが出始めた頃自分の筆圧の強さでダメにして以来極細ボールペンには抵抗がありましたジェットストリームの0mmが限界かなぁまた書けなくしていまいそうで
0.946914971,ボールペン特集ならohto社のボールペンも取り上げてほしいですねレフィルがなかなか売ってないのが厳しいけど
0.941496313,ブッコローの切れ味鋭いツッコミが輝いている回年末調整用に極細ボールペン買おうかな笑
0.940980613,油性はどうしても掠れるので同じ三菱鉛筆のユニボールシグノが0で最高だったな
0.940703809,0とか使うってよく言われるけど筆圧強いと書き味よすぎるペンだと泳ぐんだよね細さがストッパーになってくれるドクターグリップの0色ボールペンの0とか出たら買いたいパイロットの0色ボールペンは緑の色の出し方が他社より綺麗だから
0.939660192,ジェットストリームエッジ本日後れ馳せながら家族皆で一本ずつ購入しました試し書きの時点で感動⇒帰宅して書き書きして再び歓喜の舞いでしたブッコローなかなかの宣伝部長ありがとう
0.939647496,これが一番使いやすいという頭から長年アップデート出来てなかったのですが有隣堂さんの動画を見て目から鱗興味が湧いてきました
0.938639283,建築関係なんで極細ボールペンは使わんけど三菱ユニとパイロットにはめっちゃお世話になってますねジェットストリーム0とフリクション0色ボールペン蛍光マーカーが無ければ仕事が回らないピュアモルトやエボルトもプライベートで愛用しています
0.937878132,極細ボールペンをこよなく愛しています仕事に大活躍してくれています只日本でしか買えないことが難点で三菱鉛筆さんヨーロッパにもっと売り込んで下さい有隣堂さんがロンドンに支店を出して下さるというのもありですね
0.936571181,極細のボールペンは地図に文字を書き込む時に便利なので愛用してます私が好きなのはユニボールシグノ三菱鉛筆ですが細いとインクがすぐに出にくくなりますが
0.936492562,マツコの知らない世界のパクリか→文具屋の公式チャンネルかよ→いや面白い他の動画も見てみようと思います
0.936269939,技術を高めることそれ自体に価値がある製品達なのかなって印象コンセプトカーとか画面が折りたためるスマホと一緒で費用対効果や実用性はそこまで重要じゃないというか
0.936115623,私極細ペンってよく学生時代お絵描きに使ってましたジェルボールペンとか特にあと単純に極細だと字が綺麗に書けるように見える
0.934296072,仕事上毎日縦0ミリ横幅0ミリの枠に数字やら漢字やらを書かなきゃいけない場面が多いのでエッジは神文具でしたクリップがワイヤーなのも最高です制服の胸ポケに入れているのですが生地が厚すぎてプラのクリップだと変形に耐えられず折れてしまうからシリーズ販売当初から社会人になった今でも愛用しています
0.93393898,細いのはイラストを清書するのにちょうど良いのでこれからも出してほしい
0.932215512,極細ならシグマとハイテックも入れて欲しかった
0.931830406,極細だと字の汚さがごまかせる感じがあるから買ってます逆効果かしら
0.931464672,ジェットストリームは左利きでも絶対かすれなくて最高左利きでも描きやすいボールペンもっと多く出て欲しいとくに水性ボールペンは掠れる
0.930874884,ガラスペンの動画から有隣堂さんを知ってかれこれ0時間以上見てますジェットストリームを使ってるんですけど知らないうちに0色ペンが出てて買うか迷ってます0円くらいするので
0.930389047,0でえ社長がいるのって驚きましたそして即答の潔さに爆笑しました毎回撮影に社長がかん監修されてるんですか
0.930281758,どことなく某saku○akuを思い出させる作りで一気に通しで観てしまいました是非ボールペン第三弾として極太ボールペンを特集して頂きたいです私自身はpilotのキャップ式スーパグリップを愛用しているのですが意外と極太のボールペンのバリエーションが少ないので是非文具のプロ目線でのおすすめを紹介して欲しいです
0.930219471,ジェットストリームエッジはクリップとかデザインが好きです白赤クリップとか某ドイツのメーカーっぽい感じですよね0円するけど限定色含めて全部買ってます
0.930147231,ノートをまとめる時にできるだけ細いペンを使いたいから0ミリは理想の細さブックローのペンかわいいから実際に商品みて試してみたい
0.929081678,教科書の隙間にメモするときに大活躍しました
0.929075301,アクロボールですねアクロボールのグリップの握りの力加減が良いです小岩の有隣堂に行きましたアクロボールが売れてる感じですけどジェットストリームは種類が多いですね0も0も人の好みでしょうねペン習字の検定を再び受けて使うボールペンはやはりアクロボールの0でしょうね
0.928900361,医療現場では看護師のジェットストリーム0使用率が高いですmrさんからジェットストリームのボールペンもらうとテンションアガります笑
0.928591371,インクゲルってペン先が少しでも傷むと書き始めにインクがドバっと出て乾かないというトラブルが起きがち芯が細くてインクムラがでる古いタイプはそういうトラブルは起こらないがインクが残っていてもある日突然書けなくなったりする書き味より安定した品質のものがいいかなぁ
0.928572655,学生時代に細いジェットストリームを本厚木の有隣堂で買ったのを思い出したわ芯替えながらまだ使ってる
0.928440511,ジェットストリームエッジ買ったけど自分のペン先の角度だとインクが出ないことがあってストレスだったわ
0.927473903,ダイソーで売ってるミイラ型のボールペンを試していただきたいインク云じゃなくゴムだかシリコンだかで作られた軸がめちゃくちゃ持ちやすくて素晴らしいからあの軸に合う詰め替え用の軸があれば教えてほしいし分解が簡単だからシャープペンに改造する方法もやって欲しいというか有隣堂の力であの軸のシャーペン作って下さいあの軸のシャーペンが欲しいんですお願いします
0.927291632,三菱のジェットストーリームとpilotのアクロボールはいつまで火花を散らすのかなあー文房具好きな人は両方買うのだろうな
0.927276075,ジェットストリートの細いのはすぐにインクの出が悪くなるから個人的に好きくない
0.927023649,ブッコロの変わり身の速さと岡崎さんのブッコミが好き
0.926730692,物凄く面白いチャンネルを見付けてしまったブッコロー含め出てくる人の話術が凄いし編集も素晴らしい
0.926466227,文房具好きでオススメ出てきたから見てみたらめっちゃオモロイブッコローのキャラ最高やな
0.925760865,オススメに出て来て面白かったので過去のを見始めたんだけど極細ボールペンを使ってるシチュエーションが全く同じでした私も年末調整でしか使ってません
0.924384594,高齢者社会の中で極細で極小さい字が書かれるのは困ってしまいますワープロ文書などもそうですが若い人たちが作るプリントは字が小さすぎてメガネをしていても読みづらくて手許しか読めない専用のメガネを作って持っています
0.923905253,趣味で切り絵やってます線画作成に極細ボールペンを愛用しています無くなると困ります
0.923838556,親の使ってたかなり古い金属軸ボールペンだと悪筆でもそれなりに見えるのが不思議というかプラだと筆圧が強いとどうしても先が振れるか歪むんだろーなー
0.92378664,おもしろいチャンネル極細はイラスト描く人が愛用してるイメージです
0.923423767,ブッコローのキャラと岡崎さんのキャラが良すぎて一瞬でハマってしまった有隣堂さんって知らない会社だったけどこの動画で一気に好感度爆上がりしたなぁこのyoutube動画シリーズはテレビで高額な広告費払って下手なcm打つより明らかに企業への顧客高感度高まる手法だと思うしこの動画シリーズを最初に企画したプロデューサーさんの有能さが凄いそしてブッコローのキャラの濃さが何より凄い
0.92315793,多分今廃盤になってしまってるけど手元にあるpentelのslicciシリーズは最細で0だった知っているor覚えている人はいるのだろうか
0.922627687,マツコの知らない世界見ていたらこの動画またみたくてきちゃいました
0.922603428,ハイテックcの0とかシグノビットの0といった激細ゲルと比べてみてほしい
0.922601402,ほんとブッコロー有隣堂社員なんかこのキレ普通出せんやろ
0.922537863,細字って日本語書く時に最適なのですが英語にはちょっと不向きなんですよね会計士しか喜ばないかもいつも楽しい動画を有難うございます0年も楽しみにしております
0.92250818,0いらないくっそワロタ有隣堂アンチをmcに据置くなんて斬新ですね
0.922444165,一番高いジェットストリームのクリップ部分壊れましたけどね修理出来たので良かったけど個人的には細字が好き理由は字がシャープで綺麗に見えるから
0.921685576,こりゃき機能的だぁってめっちゃ溜めて言ってるの草オススメに出てきたんですがお0人の掛け合いが面白いですチャンネル登録しました
0.92166853,有隣堂さんのりんって隣だったんですねなんとなく麟だと思ってたプラスティック製品とかに細かい文字を書くときのおすすめペン教えてほしいです
0.921415567,ジェットストリームさ細いとインクあるのに書けなくなるんだよなー
0.921400547,最近発見してチャンネル登録しましたこの回はブッコローの中の人の声が聞けるレア回ですね
0.921288013,0年近く前からパイロットの0のボールペン出てるけどそっから進化はしてないんだなぁ
0.921137691,某デラックスの方にも引けを取らない面白さこれは買いですわアクロボール
0.920933723,初めて見たけどたまにブッコローの声が敵性aiみたいに二重になるとこすき
0.920770764,フリクションの0ミリ使ってるけどフリクションはにじむからこれでも超細かい字は書けない細い方が細かく書けていいですよね
0.920627534,最近はボールペンもこんなに進化していたのですね良いなぁー0mm方眼でもムラなく書けるやん今回御紹介いただいたジェットストリームエッジとtseries0だとミリペンの先割れも気にせず安心して書く事が出来そうです後は老眼対策だけですね
0.920592308,そんな細いのカンニングペーパー作る以外使い道がわかんね
0.920536041,シャーペンとかみんな0ミリですものね0の人もいるけどさ0が多いイメージ
0.920370638,上質紙相手じゃないと極細はちょっと公的書類は紙に銭かけてるなと
0.92036289,ジェットストリーム0は筆圧かかっちゃう派には金属で滑るよね今までグリップあったのに何でグリップ無しにしちゃったのか
